loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1029,EPIC 210559259,EPIC 210559259.01,,CANDIDATE,<a refstr=ZINK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RNAAS...3...43Z/abstract target=ref>Zink et al. 2019</a>,CANDIDATE,,4,0,14.26830000,0.00120000,-0.00120000,0,2457063.424400,0.003900,-0.002700,0,30.600000,1.800000,-2.800000,0,0.02854,0.00110,-0.00082,0,,,,,0.60,0.02,-0.01,0,13.699,,0,11.323,0.017,0
1030,EPIC 210559259,EPIC 210559259.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,14.26763000,0.00090000,-0.00091000,0,2457063.425500,0.002100,-0.002200,0,27.500000,8.000000,-3.600000,0,0.03100,0.00160,-0.00360,0,2.040,0.110,-0.250,0,0.60,0.01,-0.02,0,13.699,,0,11.323,0.017,0
1031,EPIC 210559259,EPIC 210559259.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,0,14.27669647,,,0,2457063.408740,,,0,,,,,,,,,,,,,,,,,13.699,,0,11.323,0.017,0
1032,EPIC 210564155,EPIC 210564155.01,,CANDIDATE,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CANDIDATE,,4,0,4.86406000,0.00028000,-0.00028000,0,2457096.759000,0.001000,-0.001000,0,27.350000,,,0,0.03500,0.00200,-0.00200,0,1.090,0.130,-0.130,0,,,,,14.595,,0,10.993,0.018,0
1033,EPIC 210564155,EPIC 210564155.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,4.86496000,0.00029000,-0.00028000,0,2457062.702500,0.002000,-0.002100,0,25.700000,12.300000,-6.000000,0,0.03820,0.00350,-0.01040,0,1.090,0.180,-0.350,0,0.26,0.04,-0.04,0,14.595,,0,10.993,0.018,0
1034,EPIC 210576234,EPIC 210576234.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,15.97700259,,,0,2457071.678859,,,0,,,,,,,,,,,,,,,,,11.603,,0,9.734,0.017,0
1035,EPIC 210577548,EPIC 210577548.01,K2-84 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,6.42150000,0.00056000,-0.00056000,0,2457071.421200,0.002700,-0.002700,0,,,,,0.02340,0.00170,-0.00170,0,2.410,0.350,-0.350,0,0.93,0.12,-0.12,0,13.138,,0,11.059,0.020,0
1036,EPIC 210577548,EPIC 210577548.02,K2-84 c,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,27.85220000,0.00310000,-0.00410000,0,2457068.622500,0.006500,-0.004200,0,42.900000,11.000000,-4.800000,0,0.02370,0.00180,-0.00480,0,2.160,0.220,-0.450,0,0.84,0.06,-0.04,0,13.138,,0,11.059,0.020,0
1037,EPIC 210577548,EPIC 210577548.02,K2-84 c,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,27.86000000,0.00520000,-0.00520000,0,2457068.615000,0.078000,-0.078000,0,,,,,0.01980,0.00170,-0.00170,0,2.030,0.320,-0.320,0,0.93,0.12,-0.12,0,13.138,,0,11.059,0.020,0
1038,EPIC 210577548,EPIC 210577548.01,K2-84 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,6.42149000,0.00027000,-0.00027000,0,2457065.000600,0.001600,-0.001700,0,15.700000,4.000000,-1.700000,0,0.02750,0.00110,-0.00230,0,2.510,0.200,-0.240,0,0.84,0.06,-0.04,0,13.138,,0,11.059,0.020,0
1039,EPIC 210598340,EPIC 210598340.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,3.73424390,0.00000900,-0.00000910,0,2457063.094020,0.000092,-0.000091,0,5.303000,0.062000,-0.081000,0,0.10655,0.00053,-0.00183,0,30.710,0.540,-6.890,0,2.64,0.04,-0.59,0,12.537,,0,10.876,0.020,0
1040,EPIC 210598340,EPIC 210598340.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,0,3.73478175,,,0,2457063.087439,,,0,,,,,,,,,,,,,,,,,12.537,,0,10.876,0.020,0
1041,EPIC 210605073,EPIC 210605073.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,0.56701950,0.00000910,-0.00000910,0,2457062.227520,0.000710,-0.000700,0,4.200000,1.300000,-1.100000,0,0.11000,0.01400,-0.08100,0,,,,,,,,,17.887,,0,,,
1042,EPIC 210605073,EPIC 210605073.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,4,0,0.56705500,0.00014500,-0.00014500,0,2457127.436510,0.000560,-0.000560,0,5.700000,0.700000,-1.300000,0,0.10470,0.00700,-0.00400,0,16.220,6.260,-6.260,0,1.42,0.54,-0.54,0,17.887,,0,,,
1043,EPIC 210609658,EPIC 210609658.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,14.14459000,0.00094000,-0.00094000,0,2457074.413900,0.002400,-0.002400,0,,,,,0.05710,0.00520,-0.00520,0,16.600,2.000,-2.000,0,2.69,0.20,-0.20,0,12.587,,0,10.079,0.018,0
1044,EPIC 210609658,EPIC 210609658.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,1,14.14523900,0.00044500,-0.00046800,0,2457074.405560,0.001149,-0.001113,0,8.065367,0.749367,-0.509296,0,0.06327,0.00153,-0.00188,0,14.864,1.813,-1.516,0,2.15,0.26,-0.21,0,12.587,,0,10.079,0.018,0
1045,EPIC 210625740,EPIC 210625740.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,2.38669000,0.00013000,-0.00013000,0,2457065.081800,0.002500,-0.002500,0,,,,,0.11000,0.01200,-0.01200,0,3.500,2.400,-2.400,0,0.29,0.18,-0.18,0,16.942,,0,13.884,0.057,0
1046,EPIC 210625740,EPIC 210625740.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,2.38677200,0.00007200,-0.00007300,0,2457062.693000,0.001300,-0.001300,0,12.600000,2.700000,-7.600000,0,0.12800,0.02700,-0.12600,0,4.000,1.500,-6.500,0,0.29,0.09,-0.37,0,16.942,,0,13.884,0.057,0
1047,EPIC 210626797,EPIC 210626797.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,43.36143000,0.00065000,-0.00066000,0,2457072.566230,0.000460,-0.000450,0,28.500000,1.400000,-2.100000,0,0.18600,0.04800,-0.07600,0,29.800,9.300,-12.300,0,1.47,0.26,-0.07,0,12.773,,0,11.390,0.018,0
1048,EPIC 210629082,EPIC 210629082.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,4,1,27.35310300,0.00729000,-0.00747200,0,2457086.014870,0.005137,-0.005169,0,25.741857,3.143593,-8.022841,0,0.01931,0.00293,-0.00123,0,3.050,0.693,-0.428,0,1.45,0.25,-0.18,0,11.580,,0,9.817,0.019,0
1049,EPIC 210643811,EPIC 210643811.01,K2-175 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,1,9.52598800,0.00124100,-0.00128000,0,2457073.276840,0.004524,-0.004408,0,11.060886,1.347716,-2.982394,0,0.01316,0.00127,-0.00068,0,2.038,0.355,-0.271,0,1.42,0.21,-0.17,0,10.632,,0,9.195,0.022,0
1050,EPIC 210659688,EPIC 210659688.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,2.35765100,0.00009200,-0.00009000,0,2457062.663800,0.001200,-0.001200,0,19.300000,8.700000,-5.100000,0,0.06700,0.00730,-0.03430,0,1.950,0.380,-1.090,0,0.27,0.04,-0.06,0,16.499,,0,12.694,0.029,0
1051,EPIC 210659688,EPIC 210659688.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,2.35771000,0.00011000,-0.00011000,0,2457065.020700,0.001600,-0.001600,0,,,,,0.10400,0.05500,-0.05500,0,3.000,1.800,-1.800,0,0.27,0.05,-0.05,0,16.499,,0,12.694,0.029,0
1052,EPIC 210659945,EPIC 210659945.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,27.93290000,0.00830000,-0.00400000,0,2457073.160000,0.004500,-0.012600,0,60.000000,22.000000,-11.000000,0,0.04020,0.00300,-0.00660,0,2.510,0.660,-0.420,0,0.57,0.14,-0.02,0,15.005,,0,11.708,0.020,0
1053,EPIC 210664763,EPIC 210664763.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,3.72007000,0.00047000,-0.00035000,0,2457064.251200,0.004500,-0.006500,0,20.000000,7.900000,-4.800000,0,0.01450,0.00150,-0.00300,0,1.550,0.200,-0.330,0,0.99,0.08,-0.03,0,12.699,,0,11.141,0.020,0
1054,EPIC 210666756,EPIC 210666756.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,1.39629100,0.00008200,-0.00008200,0,2457066.186200,0.002200,-0.002200,0,,,,,0.01670,0.00150,-0.00150,0,1.890,0.440,-0.440,0,1.02,0.22,-0.22,0,12.735,,0,,,
1055,EPIC 210666756,EPIC 210666756.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,1.39657671,,,0,2457061.988140,,,0,,,,,,,,,,,,,,,,,12.735,,0,,,
1056,EPIC 210667381,EPIC 210667381.01,K2-176 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,5.32944000,0.00062000,-0.00064000,0,2457066.783000,0.004000,-0.003800,0,12.900000,4.500000,-2.100000,0,0.01560,0.00110,-0.00210,0,1.550,0.110,-0.220,0,0.91,0.02,-0.03,0,12.674,,0,10.726,0.020,0
1057,EPIC 210667381,EPIC 210667381.01,K2-176 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,5.32943900,0.00061000,-0.00070900,0,2457066.785930,0.003736,-0.003763,0,13.810807,2.009322,-4.369454,0,0.01582,0.00117,-0.00091,0,1.491,0.123,-0.093,0,0.86,0.03,-0.02,0,12.674,,0,10.726,0.020,0
1058,EPIC 210678858,EPIC 210678858.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,31.35370000,0.00190000,-0.00190000,0,2457073.019600,0.001400,-0.001500,0,43.200000,11.400000,-6.600000,0,0.04320,0.00220,-0.00300,0,3.850,0.250,-0.290,0,0.82,0.03,-0.02,0,12.736,,0,10.679,0.019,0
1059,EPIC 210678858,EPIC 210678858.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,14.84840000,0.00110000,-0.00100000,0,2457070.222400,0.002100,-0.002000,0,28.900000,7.800000,-3.600000,0,0.03020,0.00160,-0.00380,0,2.680,0.180,-0.350,0,0.82,0.03,-0.02,0,12.736,,0,10.679,0.019,0
1060,EPIC 210678858,EPIC 210678858.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,10.06960000,0.00120000,-0.00130000,0,2457071.265400,0.004200,-0.004200,0,21.900000,7.800000,-3.700000,0,0.01900,0.00150,-0.00330,0,1.690,0.150,-0.290,0,0.82,0.03,-0.02,0,12.736,,0,10.679,0.019,0
1061,EPIC 210693462,EPIC 210693462.01,K2-288 B b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,31.38880000,0.00100000,-0.00110000,0,2457063.408300,0.001400,-0.001400,0,95.000000,25.000000,-12.000000,0,0.03680,0.00220,-0.00440,0,1.250,0.310,-0.430,0,0.31,0.08,-0.10,0,13.105,,0,9.724,0.018,0
1062,EPIC 210696763,EPIC 210696763.02,,CANDIDATE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,4,0,5.76630000,,,0,2457062.461720,,,0,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
1063,EPIC 210696763,EPIC 210696763.01,,CANDIDATE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,4,0,3.64940000,,,0,2457061.511110,,,0,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
1064,EPIC 210696763,EPIC 210696763.03,,CANDIDATE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,4,0,7.98221000,,,0,2457059.963260,,,0,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
1065,EPIC 210696763,EPIC 210696763.03,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,Candidate identifier changed to match previous publication.,4,1,7.98471000,0.00104000,-0.00090000,0,2457067.925400,0.003900,-0.003900,0,27.500000,14.800000,-7.700000,0,0.04390,0.00470,-0.01870,0,1.190,0.270,-0.520,0,0.25,0.05,-0.03,0,15.468,,0,11.715,0.018,0
1066,EPIC 210696763,EPIC 210696763.02,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,Candidate identifier changed to match previous publication.,4,1,5.76808000,0.00040000,-0.00040000,0,2457062.441900,0.002600,-0.002700,0,22.200000,8.100000,-4.000000,0,0.04380,0.00380,-0.00800,0,1.190,0.260,-0.250,0,0.25,0.05,-0.03,0,15.468,,0,11.715,0.018,0
1067,EPIC 210696763,EPIC 210696763.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,Candidate identifier changed to match previous publication.,4,1,3.65017000,0.00029000,-0.00027000,0,2457065.147000,0.002500,-0.002600,0,19.600000,7.500000,-4.200000,0,0.04230,0.00370,-0.00790,0,1.150,0.250,-0.240,0,0.25,0.05,-0.03,0,15.468,,0,11.715,0.018,0
1068,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,0.68455300,0.00001300,-0.00001300,0,2457064.682190,0.000740,-0.000725,0,5.658054,0.735126,-1.489957,0,0.01808,0.00144,-0.00096,0,1.276,0.108,-0.077,0,0.65,0.02,-0.02,0,12.099,,0,9.466,0.018,0
1069,EPIC 210707130,EPIC 210707130.01,K2-85 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,0.68454100,0.00000840,-0.00001000,0,2457061.944820,0.000630,-0.000500,0,5.840000,1.480000,-0.680000,0,0.01860,0.00100,-0.00270,0,1.360,0.130,-0.230,0,0.67,0.05,-0.06,0,12.099,,0,9.466,0.018,0
1070,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,0.68453300,0.00001800,-0.00001800,0,2457065.368460,0.000940,-0.000940,0,,,,,0.01790,0.00150,-0.00150,0,1.010,0.120,-0.120,0,0.51,0.04,-0.04,0,12.099,,0,9.466,0.018,0
1071,EPIC 210707130,EPIC 210707130.01,K2-85 b,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CONFIRMED,,4,0,0.68457500,0.00014300,-0.00014300,0,2457077.688070,0.000630,-0.000520,0,6.200000,0.700000,-1.600000,0,0.01810,0.00200,-0.00100,0,1.400,0.200,-0.200,0,0.71,0.05,-0.05,0,12.099,,0,9.466,0.018,0
1072,EPIC 210707130,EPIC 210707130.01,K2-85 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,0,0.68456000,0.00002000,-0.00002000,0,2457065.367000,0.001000,-0.001000,0,4.300000,,,0,0.01900,0.00100,-0.00100,0,1.390,0.100,-0.120,0,,,,,12.099,,0,9.466,0.018,0
1073,EPIC 210707130,EPIC 210707130.01,K2-85 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,4,0,0.68458757,,,0,2457061.942054,,,0,,,,,,,,,,,,,,,,,12.099,,0,9.466,0.018,0
1074,EPIC 210718708,EPIC 210718708.01,K2-86 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,8.77709000,0.00062000,-0.00061000,0,2457070.019400,0.002600,-0.002700,0,5.760000,0.650000,-0.950000,0,0.05800,0.01700,-0.02900,0,5.100,1.900,-2.600,0,0.80,0.19,-0.03,0,12.801,,0,10.927,0.019,0
1075,EPIC 210718708,EPIC 210718708.01,K2-86 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,8.77683000,0.00098000,-0.00098000,0,2457070.017300,0.003600,-0.003600,0,,,,,0.02340,0.00160,-0.00160,0,1.960,0.270,-0.270,0,0.76,0.09,-0.09,0,12.801,,0,10.927,0.019,0
1076,EPIC 210718708,EPIC 210718708.01,K2-86 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,4,0,8.77586400,0.00090000,-0.00088600,0,2457070.016940,0.003452,-0.003519,0,20.291014,3.419452,-7.193020,0,0.02508,0.00313,-0.00170,0,1.975,0.264,-0.151,0,0.72,0.03,-0.02,0,12.801,,0,10.927,0.019,0
1077,EPIC 210731500,EPIC 210731500.01,K2-87 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,9.72664000,0.00031000,-0.00032000,0,2457062.574900,0.001400,-0.001300,0,13.000000,3.100000,-3.700000,0,0.05120,0.00350,-0.00350,0,8.420,0.790,-0.720,0,1.51,0.10,-0.07,0,13.691,,0,11.197,0.019,0
1078,EPIC 210731500,EPIC 210731500.01,K2-87 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,9.72739000,0.00087000,-0.00087000,0,2457072.301200,0.003400,-0.003400,0,,,,,0.04410,0.00320,-0.00320,0,4.600,1.500,-1.500,0,0.93,0.29,-0.29,0,13.691,,0,11.197,0.019,0
1079,EPIC 210736056,EPIC 210736056.01,,CANDIDATE,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,CANDIDATE,,4,1,29.05290000,,,0,2457044.194730,,,0,,,,,,,,,,,,,,,,,15.650,,0,12.666,0.026,0
1080,EPIC 210744674,EPIC 210744674.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,4,1,25.21970900,0.00006400,-0.00006500,0,2457065.920190,0.000084,-0.000085,0,49.030000,0.780000,-1.180000,0,0.34700,0.08900,-0.16800,0,87.000,25.000,-43.000,0,2.29,0.30,-0.17,0,12.894,,0,10.548,0.018,0
1081,EPIC 210744674,EPIC 210744674.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,4,0,25.22080000,0.00019000,-0.00019000,0,2457065.920250,0.000180,-0.000180,0,,,,,0.43000,0.15000,-0.15000,0,65.000,26.000,-26.000,0,1.41,0.27,-0.27,0,12.894,,0,10.548,0.018,0
1082,EPIC 210744674,EPIC 210744674.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,0,25.20778830,,,0,2457065.929742,,,0,,,,,,,,,,,,,,,,,12.894,,0,10.548,0.018,0
1083,EPIC 210750726,EPIC 210750726.01,K2-88 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,4,1,4.61244000,0.00011000,-0.00011000,0,2457066.217700,0.001010,-0.000930,0,28.800000,7.700000,-4.100000,0,0.04540,0.00260,-0.00380,0,1.270,0.160,-0.420,0,0.26,0.03,-0.08,0,14.594,,0,11.240,0.016,0
1084,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,4,0,4.61220000,0.00018000,-0.00018000,0,2457066.219400,0.001500,-0.001500,0,,,,,0.04360,0.00240,-0.00240,0,1.230,0.250,-0.250,0,0.26,0.05,-0.05,0,14.594,,0,11.240,0.016,0
1085,EPIC 210750726,EPIC 210750726.01,K2-88 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,4,0,4.61228000,0.00017000,-0.00017000,0,2457066.218000,0.001000,-0.001000,0,20.050000,,,0,0.04700,0.00300,-0.00300,0,2.350,0.220,-0.220,0,,,,,14.594,,0,11.240,0.016,0
1086,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,4,0,0.87067300,0.00001700,-0.00001700,0,2457065.763280,0.000730,-0.000730,0,,,,,0.11000,0.11000,-0.11000,0,21.000,20.000,-20.000,0,1.74,0.13,-0.13,0,13.185,,0,10.907,0.018,0
1087,EPIC 210754505,EPIC 210754505.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,4,1,0.87052967,,,0,2457062.285276,,,0,,,,,,,,,,,,,,,,,13.185,,0,10.907,0.018,0
